242,16
243,8
243,16
245,8
246,8
246,16
247,8
248,16
249,16
250,8
251,8
253,8
254,22
254,18
254,17
255,9
255,18
256,22
256,17
257,9
257,18
257,22
258,9
258,22
258,18
258,17
259,9
259,22
259,18
260,9
261,9
261,18
261,22
262,9
262,22
262,18
262,17
263,9
263,18
263,17
264,9
264,22
264,17
265,9
265,17
265,18
266,9
266,17
266,18
266,22
267,9
268,9
269,9
269,18
270,9
270,17
271,9
271,22
272,9
272,18
273,10
274,10
275,10
275,22
276,10
276,22
277,10
278,10
279,10
279,22
280,22
281,10
282,10
282,22
283,10
283,22
284,10
284,22
286,10
287,10
287,22
288,10
289,10
290,10
290,22
291,10
292,10
293,10
293,22
294,10
295,10
296,10
296,22
297,10
298,10
298,22
299,10
300,10
301,10
302,10
302,22
303,10
303,22
304,22
305,10
306,10
306,22
307,10
308,10
309,10
311,11
312,11
313,11
314,11
315,11
316,11
317,11
318,11
319,11
320,11
321,11
322,11
323,11
324,11
325,11
326,11
327,11
328,11
329,12
330,12
331,12
331,18
331,17
332,12
332,17
332,18
333,12
333,17
333,9
334,12
334,18
335,12
336,18
336,17
337,12
337,18
337,9
337,17
339,12
339,9
339,17
340,18
340,17
341,12
341,17
341,18
341,9
342,12
343,12
343,17
343,9
343,18
344,12
345,17
345,9
346,12
346,18
346,17
346,9
347,12
347,17
348,12
349,12
349,17
350,12
350,18
351,12
351,9
351,18
351,17
352,12
352,18
353,9
353,18
353,17
354,12
354,17
354,18
354,9
355,18
356,9
356,18
356,17
357,12
357,9
357,17
358,12
359,12
359,18
360,12
360,18
360,17
360,9
361,12
361,17
361,18
362,12
362,18
362,17
363,12
363,9
364,12
364,18
364,17
365,12
366,12
367,9
367,17
368,12
368,18
368,9
368,17
369,12
369,17
370,12
371,9
371,17
372,12
372,17
373,13
374,13
375,13
376,13
377,13
378,13
379,14
380,14
381,14
382,16
384,14
384,16
385,14
385,16
386,14
386,16
388,14
389,14
389,16
390,14
391,14
391,16
392,14
392,16
393,16
395,14
396,14
397,14
398,14
399,14
399,16
401,14
402,14
402,16
403,14
403,16
404,14
404,16
405,14
406,14
406,16
407,14
407,16
408,14
409,14
409,16
410,14
410,16
411,14
412,14
412,16
413,14
414,14
414,16
415,14
415,16
416,14
418,14
419,14
420,14
420,16
422,14
424,14
425,14
426,16
427,16
428,16
429,14
430,14
430,16
431,14
432,14
433,16
434,14
435,14
436,14
437,14
439,15
440,15
440,3
440,1
440,14
441,1
441,3
442,15
442,16
442,23
442,1
442,14
442,3
443,15
443,8
444,23
444,8
445,1
445,8
446,15
446,23
446,3
446,8
446,14
446,16
446,1
447,15
447,8
447,16
447,1
448,15
448,3
448,16
