67, 20649, 298, 40000, 1, 10, 1300, 5
68, 20649, 384, 40000, 0, 13, 1700, 3
69, 20684, 90, 40000, 0, 13, 1400, 5
70, 20684, 138, 40000, 0, 6, 2000, 7
71, 20684, 298, 40000, 1, 12, 1700, 10
72, 20684, 384, 40000, 1, 5, 2000, 4
73, 20783, 90, 40000, 1, 8, 1800, 4
74, 20783, 138, 40000, 0, 11, 1600, 7
75, 20783, 298, 40000, 0, 6, 1300, 1
76, 20783, 384, 40000, 1, 10, 2000, 5
77, 20052, 90, 40000, 0, 5, 1200, 1
78, 20052, 138, 40000, 1, 5, 1500, 10
79, 20052, 298, 40000, 0, 9, 1600, 3
80, 20052, 384, 40000, 1, 9, 1300, 2
81, 20786, 90, 40000, 0, 14, 1200, 10
82, 20786, 138, 40000, 1, 15, 1900, 7
83, 20786, 298, 40000, 1, 12, 1100, 1
84, 20786, 384, 40000, 0, 11, 1900, 9
85, 20844, 90, 40000, 1, 12, 1500, 5
86, 20844, 138, 40000, 1, 11, 2000, 9
87, 20844, 298, 40000, 0, 12, 1800, 6
88, 20844, 384, 40000, 1, 5, 1700, 1
89, 20670, 90, 40000, 1, 8, 2000, 8
90, 20670, 138, 40000, 0, 14, 1900, 1
91, 20670, 298, 40000, 0, 7, 2000, 3
92, 20670, 384, 40000, 0, 5, 1900, 7
93, 20979, 90, 40000, 0, 10, 2000, 8
94, 20979, 138, 40000, 1, 15, 1200, 9
95, 20979, 298, 40000, 0, 8, 1400, 3
96, 20979, 384, 40000, 1, 13, 1600, 9
97, 20833, 90, 40000, 0, 14, 1600, 7
98, 20833, 138, 40000, 1, 12, 1400, 1
99, 20833, 298, 40000, 1, 12, 1600, 8
100, 20833, 384, 40000, 0, 9, 1400, 3
101, 20012, 90, 40000, 0, 14, 1600, 8
102, 20012, 138, 40000, 1, 12, 1100, 8
103, 20012, 298, 40000, 0, 8, 1300, 6
104, 20012, 384, 40000, 1, 6, 1100, 9
105, 20425, 90, 40000, 1, 9, 1800, 9
106, 20425, 138, 40000, 0, 9, 1200, 3
107, 20425, 298, 40000, 0, 6, 1900, 6
108, 20425, 384, 40000, 1, 13, 2000, 8
109, 20148, 90, 40000, 1, 12, 1900, 2
110, 20148, 138, 40000, 1, 11, 1200, 8
111, 20148, 298, 40000, 1, 15, 1100, 2
112, 20148, 384, 40000, 1, 12, 1200, 1
113, 20345, 90, 40000, 0, 7, 1900, 3
114, 20345, 138, 40000, 1, 6, 1300, 5
115, 20345, 298, 40000, 0, 15, 1200, 2
116, 20345, 384, 40000, 0, 5, 1100, 2
117, 20985, 90, 40000, 1, 13, 1300, 6
118, 20985, 138, 40000, 1, 8, 1000, 1
119, 20985, 298, 40000, 1, 10, 1500, 3
120, 20985, 384, 40000, 1, 11, 1900, 2
121, 20631, 90, 40000, 1, 6, 1300, 7
122, 20631, 138, 40000, 0, 13, 1000, 1
123, 20631, 298, 40000, 1, 15, 1700, 1
124, 20631, 384, 40000, 1, 15, 1000, 8
125, 20231, 90, 40000, 1, 12, 1100, 4
126, 20231, 138, 40000, 1, 15, 2000, 3
127, 20231, 298, 40000, 1, 13, 1800, 4
128, 20231, 384, 40000, 1, 11, 1200, 10
129, 20026, 90, 40000, 0, 7, 2000, 2
130, 20026, 138, 40000, 0, 10, 1600, 4
131, 20026, 298, 40000, 0, 5, 1100, 6
132, 20026, 384, 40000, 0, 6, 1700, 2
133, 20286, 90, 40000, 0, 10, 1400, 9
134, 20286, 138, 40000, 0, 15, 1700, 1
135, 20286, 298, 40000, 0, 11, 1600, 4
136, 20286, 384, 40000, 1, 5, 1000, 4
137, 20260, 90, 40000, 0, 14, 1500, 3
138, 20260, 138, 40000, 1, 9, 1000, 8
139, 20260, 298, 40000, 1, 7, 1300, 4
140, 20260, 384, 40000, 1, 9, 1000, 1
141, 20980, 90, 40000, 1, 10, 1800, 3
142, 20980, 138, 40000, 1, 14, 1400, 7
143, 20980, 298, 40000, 0, 15, 2000, 5
144, 20980, 384, 40000, 1, 9, 1700, 4
145, 20455, 90, 40000, 0, 10, 1400, 1
146, 20455, 138, 40000, 1, 12, 1800, 5
147, 20455, 298, 40000, 0, 6, 1400, 5
148, 20455, 384, 40000, 0, 15, 1500, 5
149, 20720, 90, 40000, 0, 10, 1300, 2
150, 20720, 138, 40000, 1, 8, 1100, 2
151, 20720, 298, 40000, 0, 7, 1600, 4
152, 20720, 384, 40000, 0, 8, 1800, 5
153, 20328, 90, 40000, 0, 7, 1900, 2
154, 20328, 138, 40000, 1, 13, 1400, 6
155, 20328, 298, 40000, 1, 14, 1800, 4
156, 20328, 384, 40000, 1, 11, 1300, 8
157, 20313, 90, 40000, 1, 8, 1500, 4
158, 20313, 138, 40000, 0, 9, 1600, 4
159, 20313, 298, 40000, 1, 5, 1000, 8
160, 20313, 384, 40000, 1, 9, 1900, 10
161, 20470, 90, 40000, 1, 8, 1200, 3
162, 20470, 138, 40000, 0, 13, 1300, 4
163, 20470, 298, 40000, 1, 5, 1100, 9
164, 20470, 384, 40000, 1, 8, 1600, 10
165, 20723, 90, 40000, 1, 6, 1800, 2
166, 20723, 138, 40000, 0, 7, 1400, 4
167, 20723, 298, 40000, 1, 10, 1400, 7
168, 20723, 384, 40000, 1, 13, 1100, 6
169, 20197, 90, 40000, 0, 11, 1700, 9
170, 20197, 138, 40000, 0, 14, 1400, 5
171, 20197, 298, 40000, 0, 6, 1200, 4
172, 20197, 384, 40000, 0, 8, 1000, 6
173, 20779, 90, 40000, 0, 7, 1300, 8
174, 20779, 138, 40000, 1, 13, 1600, 6
175, 20779, 298, 40000, 1, 8, 1500, 1
176, 20779, 384, 40000, 1, 8, 1900, 10
177, 20728, 90, 40000, 1, 12, 1000, 3
178, 20728, 138, 40000, 0, 14, 1300, 3
179, 20728, 298, 40000, 1, 12, 1000, 4
180, 20728, 384, 40000, 0, 14, 2000, 6
181, 20739, 90, 40000, 0, 14, 1500, 9
182, 20739, 138, 40000, 0, 7, 1200, 5
183, 20739, 298, 40000, 0, 7, 1800, 4
184, 20739, 384, 40000, 0, 8, 1000, 10
185, 20550, 90, 40000, 0, 8, 1000, 5
186, 20550, 138, 40000, 1, 6, 1800, 6
187, 20550, 298, 40000, 0, 14, 1900, 7
188, 20550, 384, 40000, 0, 6, 1800, 5
189, 20383, 90, 40000, 1, 12, 1700, 7
190, 20383, 138, 40000, 0, 6, 1300, 1
191, 20383, 298, 40000, 1, 6, 1900, 2
192, 20383, 384, 40000, 0, 11, 1200, 2
193, 20565, 90, 40000, 1, 5, 1300, 9
194, 20565, 138, 40000, 0, 7, 1800, 7
195, 20565, 298, 40000, 1, 8, 1400, 2
196, 20565, 384, 40000, 0, 12, 1500, 7
197, 20176, 90, 40000, 0, 6, 1100, 4
198, 20176, 138, 40000, 1, 12, 2000, 9
199, 20176, 298, 40000, 0, 8, 1900, 1
200, 20176, 384, 40000, 0, 10, 1600, 7
201, 20749, 90, 40000, 0, 10, 2000, 3
202, 20749, 138, 40000, 1, 13, 1900, 1
203, 20749, 298, 40000, 1, 15, 1300, 7
204, 20749, 384, 40000, 1, 15, 1100, 10
205, 20295, 90, 40000, 0, 14, 1000, 4
206, 20295, 138, 40000, 0, 5, 1700, 5
207, 20295, 298, 40000, 0, 6, 1400, 3
208, 20295, 384, 40000, 1, 11, 1900, 5
209, 20350, 90, 40000, 0, 15, 1700, 4
210, 20350, 138, 40000, 0, 15, 2000, 4
211, 20350, 298, 40000, 0, 15, 2000, 5
212, 20350, 384, 40000, 0, 15, 1500, 7
213, 20890, 90, 40000, 0, 8, 1600, 4
214, 20890, 138, 40000, 0, 5, 1000, 3
215, 20890, 298, 40000, 0, 10, 1700, 9
216, 20890, 384, 40000, 0, 11, 1100, 10
217, 20441, 90, 40000, 1, 11, 1000, 1
218, 20441, 138, 40000, 1, 13, 1800, 3
219, 20441, 298, 40000, 0, 6, 1000, 6
220, 20441, 384, 40000, 1, 10, 2000, 6
221, 20881, 90, 40000, 1, 12, 2000, 6
222, 20881, 138, 40000, 0, 7, 1900, 6
223, 20881, 298, 40000, 1, 5, 1500, 9
224, 20881, 384, 40000, 0, 9, 2000, 10
225, 20285, 90, 40000, 1, 15, 2000, 7
226, 20285, 138, 40000, 0, 6, 1900, 8
227, 20285, 298, 40000, 1, 10, 1100, 2
228, 20285, 384, 40000, 0, 11, 1100, 5
229, 20158, 90, 40000, 1, 5, 1000, 5
230, 20158, 138, 40000, 1, 9, 1000, 1
231, 20158, 298, 40000, 1, 9, 1900, 1
232, 20158, 384, 40000, 1, 13, 2000, 4
233, 20103, 90, 40000, 0, 15, 1100, 9
234, 20103, 138, 40000, 0, 15, 1700, 1
235, 20103, 298, 40000, 1, 11, 1600, 10
236, 20103, 384, 40000, 1, 6, 1900, 8
237, 20882, 90, 40000, 1, 6, 1000, 9
238, 20882, 138, 40000, 0, 9, 1500, 3
239, 20882, 298, 40000, 0, 12, 1900, 3
240, 20882, 384, 40000, 0, 14, 1300, 2
241, 20973, 90, 40000, 0, 11, 1400, 9
242, 20973, 138, 40000, 1, 5, 1400, 7
243, 20973, 298, 40000, 1, 8, 1600, 4
244, 20973, 384, 40000, 0, 7, 1700, 7
245, 20835, 90, 40000, 1, 15, 1500, 7
246, 20835, 138, 40000, 1, 15, 1700, 10
247, 20835, 298, 40000, 0, 13, 1100, 5
248, 20835, 384, 40000, 1, 13, 1700, 7
249, 20768, 90, 40000, 0, 7, 2000, 5
250, 20768, 138, 40000, 0, 12, 1300, 2
251, 20768, 298, 40000, 1, 13, 1400, 8
252, 20768, 384, 40000, 0, 11, 1400, 1
253, 20487, 90, 40000, 0, 9, 1800, 8
254, 20487, 138, 40000, 0, 12, 1600, 9
255, 20487, 298, 40000, 0, 13, 1800, 2
256, 20487, 384, 40000, 1, 5, 2000, 2
257, 20302, 90, 40000, 1, 15, 1200, 10
258, 20302, 138, 40000, 1, 10, 1100, 2
259, 20302, 298, 40000, 1, 15, 1200, 9
260, 20302, 384, 40000, 0, 12, 1200, 6
261, 20821, 90, 40000, 0, 13, 1500, 1
262, 20821, 138, 40000, 1, 7, 1400, 4
263, 20821, 298, 40000, 0, 8, 1000, 5
264, 20821, 384, 40000, 1, 13, 1600, 5
265, 20695, 90, 40000, 1, 11, 1000, 9
266, 20695, 138, 40000, 1, 9, 1000, 1
267, 20695, 298, 40000, 0, 14, 1500, 8
268, 20695, 384, 40000, 0, 11, 1200, 1
269, 20778, 90, 40000, 1, 15, 1900, 6
270, 20778, 138, 40000, 1, 13, 1100, 5
271, 20778, 298, 40000, 0, 6, 1000, 3
272, 20778, 384, 40000, 1, 15, 1100, 9
273, 20685, 90, 40000, 0, 6, 1100, 9
274, 20685, 138, 40000, 0, 5, 1000, 1
275, 20685, 298, 40000, 0, 15, 2000, 8
276, 20685, 384, 40000, 0, 12, 1400, 2
277, 20201, 90, 40000, 1, 12, 1100, 3
278, 20201, 138, 40000, 1, 7, 1500, 1
279, 20201, 298, 40000, 0, 13, 1700, 9
280, 20201, 384, 40000, 1, 6, 1400, 3
281, 20636, 90, 40000, 1, 12, 1000, 5
282, 20636, 138, 40000, 0, 7, 1800, 9
283, 20636, 298, 40000, 1, 8, 1100, 7
284, 20636, 384, 40000, 1, 10, 1100, 3
285, 20016, 90, 40000, 1, 9, 1600, 5
286, 20016, 138, 40000, 0, 13, 1400, 4
287, 20016, 298, 40000, 0, 9, 2000, 6
288, 20016, 384, 40000, 0, 15, 1400, 10
289, 20489, 90, 40000, 0, 5, 1200, 1
290, 20489, 138, 40000, 0, 5, 1100, 4
291, 20489, 298, 40000, 1, 6, 1600, 5
292, 20489, 384, 40000, 0, 12, 1700, 10
293, 20978, 90, 40000, 0, 13, 1400, 1
294, 20978, 138, 40000, 1, 15, 1900, 9
295, 20978, 298, 40000, 0, 9, 2000, 4
296, 20978, 384, 40000, 0, 10, 1000, 9
297, 20335, 90, 40000, 1, 10, 1900, 6
298, 20335, 138, 40000, 0, 6, 1400, 2
299, 20335, 298, 40000, 0, 9, 1500, 8
300, 20335, 384, 40000, 0, 11, 1200, 2
301, 20157, 90, 40000, 1, 7, 1400, 6
302, 20157, 138, 40000, 0, 8, 1700, 1
303, 20157, 298, 40000, 1, 9, 1700, 1
304, 20157, 384, 40000, 1, 12, 1100, 10
305, 20250, 90, 40000, 1, 10, 1000, 7
306, 20250, 138, 40000, 0, 14, 1100, 3
307, 20250, 298, 40000, 0, 7, 1000, 6
308, 20250, 384, 40000, 0, 5, 1100, 1
309, 20590, 90, 40000, 1, 7, 1800, 1
310, 20590, 138, 40000, 0, 8, 1900, 7
311, 20590, 298, 40000, 1, 14, 1500, 6
312, 20590, 384, 40000, 1, 12, 1500, 9
313, 20222, 90, 40000, 0, 15, 1700, 5
314, 20222, 138, 40000, 0, 15, 1000, 10
315, 20222, 298, 40000, 1, 6, 1600, 10
316, 20222, 384, 40000, 0, 13, 1900, 1
317, 20652, 90, 40000, 0, 6, 1300, 10
318, 20652, 138, 40000, 1, 14, 1400, 2
319, 20652, 298, 40000, 1, 10, 1700, 4
320, 20652, 384, 40000, 1, 13, 1600, 8
321, 20363, 90, 40000, 1, 7, 1200, 1
322, 20363, 138, 40000, 0, 5, 1500, 8
323, 20363, 298, 40000, 1, 7, 1500, 1
324, 20363, 384, 40000, 1, 13, 1700, 6
325, 20398, 90, 40000, 1, 5, 1300, 6
326, 20398, 138, 40000, 0, 5, 1000, 1
327, 20398, 298, 40000, 1, 9, 1400, 2
328, 20398, 384, 40000, 0, 9, 1400, 4
329, 20913, 90, 40000, 0, 7, 1500, 5
330, 20913, 138, 40000, 1, 14, 1100, 6
331, 20913, 298, 40000, 0, 9, 1600, 7
332, 20913, 384, 40000, 1, 15, 1000, 10
333, 20886, 90, 40000, 0, 6, 1600, 10
334, 20886, 138, 40000, 0, 6, 1500, 5
335, 20886, 298, 40000, 1, 12, 2000, 10
336, 20886, 384, 40000, 1, 10, 1500, 8
337, 20514, 90, 40000, 1, 11, 1000, 4
338, 20514, 138, 40000, 1, 12, 1200, 5
339, 20514, 298, 40000, 0, 5, 1800, 3
340, 20514, 384, 40000, 0, 6, 1700, 9
341, 20627, 90, 40000, 0, 8, 1600, 9
342, 20627, 138, 40000, 0, 8, 1600, 3
343, 20627, 298, 40000, 1, 7, 1800, 7
344, 20627, 384, 40000, 1, 15, 1100, 6
345, 20942, 90, 40000, 0, 7, 1100, 2
346, 20942, 138, 40000, 0, 12, 1700, 8
347, 20942, 298, 40000, 0, 10, 1700, 8
348, 20942, 384, 40000, 1, 10, 1300, 10
349, 20386, 90, 40000, 0, 6, 1400, 7
350, 20386, 138, 40000, 0, 15, 1400, 6
351, 20386, 298, 40000, 1, 8, 1300, 2
352, 20386, 384, 40000, 0, 5, 1700, 8
353, 20146, 90, 40000, 0, 9, 1700, 3
354, 20146, 138, 40000, 0, 12, 1300, 9
355, 20146, 298, 40000, 0, 9, 1000, 9
356, 20146, 384, 40000, 0, 14, 2000, 7
357, 20194, 90, 40000, 0, 15, 2000, 7
358, 20194, 138, 40000, 0, 9, 2000, 5
359, 20194, 298, 40000, 1, 15, 2000, 9
360, 20194, 384, 40000, 1, 12, 1200, 10
361, 20086, 90, 40000, 0, 8, 2000, 5
362, 20086, 138, 40000, 0, 11, 1000, 9
363, 20086, 298, 40000, 1, 9, 1900, 6
364, 20086, 384, 40000, 1, 5, 1600, 7
365, 20567, 90, 40000, 0, 5, 1300, 8
366, 20567, 138, 40000, 0, 9, 1500, 8
367, 20567, 298, 40000, 0, 15, 1400, 1
368, 20567, 384, 40000, 1, 11, 1300, 4
369, 20075, 90, 40000, 1, 10, 1100, 9
370, 20075, 138, 40000, 1, 8, 1100, 9
371, 20075, 298, 40000, 0, 13, 1300, 3
372, 20075, 384, 40000, 0, 7, 1400, 4
373, 20309, 90, 40000, 1, 14, 1400, 9
374, 20309, 138, 40000, 0, 12, 1600, 8
375, 20309, 298, 40000, 1, 13, 1300, 5
376, 20309, 384, 40000, 0, 8, 1600, 10
377, 20394, 90, 40000, 1, 10, 1400, 4
378, 20394, 138, 40000, 1, 9, 1100, 10
379, 20394, 298, 40000, 1, 8, 1500, 6
380, 20394, 384, 40000, 0, 6, 1000, 3
381, 20871, 90, 40000, 0, 14, 1500, 5
382, 20871, 138, 40000, 1, 7, 1600, 9
383, 20871, 298, 40000, 0, 8, 1200, 2
384, 20871, 384, 40000, 0, 5, 1900, 8
385, 20204, 90, 40000, 0, 10, 1600, 7
386, 20204, 138, 40000, 0, 8, 2000, 3
387, 20204, 298, 40000, 0, 14, 1600, 10
388, 20204, 384, 40000, 0, 11, 1500, 4
389, 20910, 90, 40000, 0, 13, 1100, 5
390, 20910, 138, 40000, 0, 15, 1600, 8
391, 20910, 298, 40000, 0, 13, 1300, 3
392, 20910, 384, 40000, 1, 6, 1700, 10
393, 20773, 90, 40000, 1, 7, 1100, 2
394, 20773, 138, 40000, 1, 11, 1100, 10
395, 20773, 298, 40000, 0, 7, 1000, 6
396, 20773, 384, 40000, 0, 11, 1500, 2
397, 20407, 90, 40000, 0, 7, 1100, 5
398, 20407, 138, 40000, 1, 7, 1700, 9
399, 20407, 298, 40000, 0, 13, 1900, 3
400, 20407, 384, 40000, 1, 9, 1900, 1
401, 20612, 90, 40000, 0, 11, 1000, 2
402, 20612, 138, 40000, 0, 6, 1700, 1
403, 20612, 298, 40000, 0, 5, 1700, 1
404, 20612, 384, 40000, 1, 9, 1800, 6
405, 20220, 90, 40000, 0, 9, 1000, 5
406, 20220, 138, 40000, 1, 6, 2000, 2
407, 20220, 298, 40000, 0, 9, 1000, 3
408, 20220, 384, 40000, 1, 8, 1700, 7
409, 20381, 90, 40000, 1, 10, 1300, 7
410, 20381, 138, 40000, 1, 5, 1200, 10
411, 20381, 298, 40000, 0, 13, 1000, 10
412, 20381, 384, 40000, 1, 5, 2000, 8
413, 20575, 90, 40000, 0, 6, 2000, 8
414, 20575, 138, 40000, 1, 14, 1900, 6
415, 20575, 298, 40000, 1, 12, 1900, 1
416, 20575, 384, 40000, 0, 8, 1100, 9
417, 20131, 90, 40000, 0, 10, 1200, 3
418, 20131, 138, 40000, 0, 15, 1500, 1
419, 20131, 298, 40000, 0, 11, 1600, 4
420, 20131, 384, 40000, 0, 14, 1400, 5
421, 20351, 90, 40000, 1, 14, 1000, 2
422, 20351, 138, 40000, 0, 13, 1400, 2
423, 20351, 298, 40000, 0, 10, 1300, 10
424, 20351, 384, 40000, 1, 5, 1900, 8
425, 20782, 90, 40000, 1, 10, 1400, 7
426, 20782, 138, 40000, 1, 13, 1100, 10
427, 20782, 298, 40000, 1, 11, 1500, 8
428, 20782, 384, 40000, 0, 8, 1200, 9
429, 20529, 90, 40000, 1, 15, 1300, 7
430, 20529, 138, 40000, 1, 5, 1300, 3
431, 20529, 298, 40000, 0, 8, 2000, 1
432, 20529, 384, 40000, 0, 13, 1600, 3
433, 20579, 90, 40000, 1, 7, 1700, 5
434, 20579, 138, 40000, 0, 12, 1500, 4
435, 20579, 298, 40000, 1, 8, 1200, 3
436, 20579, 384, 40000, 0, 7, 1400, 2
437, 20538, 90, 40000, 1, 6, 2000, 6
438, 20538, 138, 40000, 0, 13, 1600, 1
439, 20538, 298, 40000, 0, 11, 2000, 3
440, 20538, 384, 40000, 1, 9, 2000, 2
441, 20809, 90, 40000, 0, 15, 2000, 5
442, 20809, 138, 40000, 0, 12, 1800, 2
443, 20809, 298, 40000, 1, 8, 1200, 5
444, 20809, 384, 40000, 0, 12, 1600, 5
445, 20547, 90, 40000, 1, 6, 1100, 8
446, 20547, 138, 40000, 1, 12, 2000, 10
447, 20547, 298, 40000, 1, 8, 1800, 4
448, 20547, 384, 40000, 0, 12, 1100, 6
449, 20887, 90, 40000, 1, 6, 1000, 10
450, 20887, 138, 40000, 0, 9, 1900, 2
451, 20887, 298, 40000, 0, 5, 1300, 6
452, 20887, 384, 40000, 1, 11, 1300, 6
453, 20736, 90, 40000, 1, 9, 1900, 9
454, 20736, 138, 40000, 1, 8, 1000, 6
455, 20736, 298, 40000, 1, 14, 1900, 1
456, 20736, 384, 40000, 0, 12, 1900, 5
457, 20400, 90, 40000, 0, 6, 1700, 3
458, 20400, 138, 40000, 1, 10, 1700, 10
459, 20400, 298, 40000, 0, 13, 1100, 1
460, 20400, 384, 40000, 1, 9, 1300, 5
461, 20925, 90, 40000, 0, 8, 1200, 6
462, 20925, 138, 40000, 1, 10, 1100, 7
463, 20925, 298, 40000, 0, 14, 1900, 5
464, 20925, 384, 40000, 0, 11, 1300, 9
465, 20452, 90, 40000, 0, 8, 1200, 5
466, 20452, 138, 40000, 0, 9, 1800, 2
467, 20452, 298, 40000, 1, 5, 1600, 8
468, 20452, 384, 40000, 1, 14, 1800, 7
469, 20161, 90, 40000, 0, 9, 1900, 3
470, 20161, 138, 40000, 0, 5, 1300, 7
471, 20161, 298, 40000, 1, 6, 1700, 2
472, 20161, 384, 40000, 1, 13, 1700, 9
473, 20076, 90, 40000, 1, 5, 1100, 8
474, 20076, 138, 40000, 0, 8, 1900, 8
475, 20076, 298, 40000, 1, 6, 1500, 6
476, 20076, 384, 40000, 1, 12, 1500, 10
477, 20934, 90, 40000, 0, 5, 1100, 2
478, 20934, 138, 40000, 0, 5, 1700, 3
479, 20934, 298, 40000, 1, 8, 1500, 6
480, 20934, 384, 40000, 1, 12, 1500, 3
481, 20305, 90, 40000, 1, 14, 1700, 5
482, 20305, 138, 40000, 0, 14, 1000, 7
483, 20305, 298, 40000, 0, 6, 1900, 1
484, 20305, 384, 40000, 0, 10, 1500, 2
485, 20442, 90, 40000, 0, 6, 2000, 2
486, 20442, 138, 40000, 1, 5, 1800, 6
487, 20442, 298, 40000, 0, 15, 1500, 2
488, 20442, 384, 40000, 0, 5, 1100, 8
489, 20542, 90, 40000, 1, 6, 1200, 2
490, 20542, 138, 40000, 0, 15, 1400, 3
491, 20542, 298, 40000, 0, 13, 1900, 10
492, 20542, 384, 40000, 1, 10, 1600, 3
493, 20102, 90, 40000, 0, 14, 2000, 9
494, 20102, 138, 40000, 1, 13, 1000, 2
495, 20102, 298, 40000, 1, 8, 1600, 5
496, 20102, 384, 40000, 0, 13, 1700, 1
497, 20992, 90, 40000, 0, 7, 1700, 9
498, 20992, 138, 40000, 0, 13, 1700, 4
499, 20992, 298, 40000, 0, 11, 1400, 5
500, 20992, 384, 40000, 0, 15, 1800, 9
501, 20007, 90, 40000, 0, 6, 1700, 7
502, 20007, 138, 40000, 0, 12, 1600, 7
503, 20007, 298, 40000, 0, 6, 1500, 8
504, 20007, 384, 40000, 0, 7, 1400, 7
505, 20719, 90, 40000, 0, 9, 1800, 5
506, 20719, 138, 40000, 1, 12, 1400, 4
507, 20719, 298, 40000, 0, 5, 1900, 10
508, 20719, 384, 40000, 0, 14, 1300, 6
509, 20167, 90, 40000, 1, 11, 1700, 5
510, 20167, 138, 40000, 1, 15, 1300, 1
511, 20167, 298, 40000, 0, 13, 1900, 8
512, 20167, 384, 40000, 1, 5, 1100, 10
513, 20866, 90, 40000, 1, 11, 1800, 9
514, 20866, 138, 40000, 1, 14, 1300, 1
515, 20866, 298, 40000, 1, 14, 1700, 10
516, 20866, 384, 40000, 1, 14, 1300, 2
517, 20880, 90, 40000, 0, 13, 1200, 7
518, 20880, 138, 40000, 1, 13, 1600, 9
519, 20880, 298, 40000, 1, 14, 1100, 7
520, 20880, 384, 40000, 0, 11, 1500, 7
521, 20137, 90, 40000, 1, 7, 1400, 8
522, 20137, 138, 40000, 1, 10, 1800, 6
523, 20137, 298, 40000, 1, 7, 1900, 2
524, 20137, 384, 40000, 0, 5, 1400, 7
525, 20691, 90, 40000, 0, 8, 1500, 8
526, 20691, 138, 40000, 1, 14, 1300, 1
527, 20691, 298, 40000, 1, 12, 1100, 4
528, 20691, 384, 40000, 1, 10, 1400, 8
529, 20230, 90, 40000, 0, 12, 1100, 7
530, 20230, 138, 40000, 1, 13, 1200, 7
531, 20230, 298, 40000, 1, 14, 1000, 8
532, 20230, 384, 40000, 0, 12, 1000, 10
533, 20419, 90, 40000, 0, 10, 1600, 7
534, 20419, 138, 40000, 1, 10, 1900, 4
535, 20419, 298, 40000, 1, 15, 1200, 10
536, 20419, 384, 40000, 0, 12, 1700, 4
537, 20667, 90, 40000, 0, 5, 1300, 9
538, 20667, 138, 40000, 0, 11, 1300, 8
